,Province,Municities,Barangay,Total
18671,LA UNION,SAN JUAN,SANTA ROSA, 13 
18672,LA UNION,SAN JUAN,SANTO ROSARIO, 21 
18673,LA UNION,SAN JUAN,SARACAT, 16 
18674,LA UNION,SAN JUAN,SINAPANGAN, 10 
18675,LA UNION,SAN JUAN,TABOC, 98 
18676,LA UNION,SAN JUAN,TALOGTOG, 64 
18677,LA UNION,SAN JUAN,URBIZTONDO, 57 
18678,LA UNION,SANTO TOMAS,AMBITACAY, 17 
18679,LA UNION,SANTO TOMAS,BAIL, 41 
18680,LA UNION,SANTO TOMAS,BALAOC, 30 
18681,LA UNION,SANTO TOMAS,BALSAAN, 15 
18682,LA UNION,SANTO TOMAS,BAYBAY, 29 
18683,LA UNION,SANTO TOMAS,CABARUAN, 18 
18684,LA UNION,SANTO TOMAS,CASANTAAN, 38 
18685,LA UNION,SANTO TOMAS,CASILAGAN, 28 
18686,LA UNION,SANTO TOMAS,CUPANG, 25 
18687,LA UNION,SANTO TOMAS,DAMORTIS, 66 
18688,LA UNION,SANTO TOMAS,FERNANDO, 15 
18689,LA UNION,SANTO TOMAS,LINONG, 8 
18690,LA UNION,SANTO TOMAS,LOMBOY, 43 
18691,LA UNION,SANTO TOMAS,MALABAGO, 11 
18692,LA UNION,SANTO TOMAS,NAMBOONGAN, 42 
18693,LA UNION,SANTO TOMAS,NAMONITAN, 55 
18694,LA UNION,SANTO TOMAS,NARVACAN, 13 
18695,LA UNION,SANTO TOMAS,PATAC, 77 
18696,LA UNION,SANTO TOMAS,POBLACION, 50 
18697,LA UNION,SANTO TOMAS,PONGPONG, 26 
18698,LA UNION,SANTO TOMAS,RAOIS, 24 
18699,LA UNION,SANTO TOMAS,TOCOC, 23 
18700,LA UNION,SANTO TOMAS,TUBOD, 57 
18701,LA UNION,SANTO TOMAS,UBAGAN, 40 
18702,LA UNION,SANTOL,CORROOY, 48 
18703,LA UNION,SANTOL,LETTAC NORTE, 20 
18704,LA UNION,SANTOL,LETTAC SUR, 17 
18705,LA UNION,SANTOL,MANGAAN, 10 
18706,LA UNION,SANTOL,PAAGAN, 40 
18707,LA UNION,SANTOL,POBLACION, 35 
18708,LA UNION,SANTOL,PUGUIL, 8 
18709,LA UNION,SANTOL,RAMOT, 7 
18710,LA UNION,SANTOL,SAPDAAN, 1 
18711,LA UNION,SANTOL,SASABA, 13 
18712,LA UNION,SANTOL,TUBADAY, 10 
18713,LA UNION,SUDIPEN,BIGBIGA, 30 
18714,LA UNION,SUDIPEN,BULALAAN, 3 
18715,LA UNION,SUDIPEN,CASTRO, 21 
18716,LA UNION,SUDIPEN,DUPLAS, 12 
18717,LA UNION,SUDIPEN,ILOCANO, 19 
18718,LA UNION,SUDIPEN,IPET, 25 
18719,LA UNION,SUDIPEN,MALICLICO, 6 
18720,LA UNION,SUDIPEN,NAMALTUGAN, 23 
18721,LA UNION,SUDIPEN,OLD CENTRAL, 8 
18722,LA UNION,SUDIPEN,POBLACION, 19 
18723,LA UNION,SUDIPEN,PORPORIKET, 10 
18724,LA UNION,SUDIPEN,SAN FRANCISCO NORTE, 7 
18725,LA UNION,SUDIPEN,SAN FRANCISCO SUR, 20 
18726,LA UNION,SUDIPEN,SAN JOSE, 20 
18727,LA UNION,SUDIPEN,SENGNGAT, 36 
18728,LA UNION,SUDIPEN,TUROD, 22 
18729,LA UNION,SUDIPEN,UP-UPLAS, 5 
18730,LA UNION,TUBAO,AMALLAPAY, 53 
18731,LA UNION,TUBAO,ANDUYAN, 29 
18732,LA UNION,TUBAO,CAOIGUE, 14 
18733,LA UNION,TUBAO,FRANCIA SUR, 28 
18734,LA UNION,TUBAO,FRANCIA WEST, 35 
18735,LA UNION,TUBAO,GARCIA, 36 
18736,LA UNION,TUBAO,GONZALES, 41 
18737,LA UNION,TUBAO,HALOG EAST, 11 
18738,LA UNION,TUBAO,HALOG WEST, 21 
18739,LA UNION,TUBAO,LEONES EAST, 26 
18740,LA UNION,TUBAO,LEONES WEST, 27 
18741,LA UNION,TUBAO,LINAPEW, 21 
18742,LA UNION,TUBAO,LLOREN, 62 
18743,LA UNION,TUBAO,MAGSAYSAY, 32 
18744,LA UNION,TUBAO,PIDEG, 18 
18745,LA UNION,TUBAO,POBLACION, 16 
18746,LA UNION,TUBAO,RIZAL, 25 
18747,LA UNION,TUBAO,SANTA TERESA, 24 
18748,LAGUNA,ALAMINOS,BARANGAY I (POB.), 119 
18749,LAGUNA,ALAMINOS,BARANGAY II (POB.), 102 
18750,LAGUNA,ALAMINOS,BARANGAY III (POB.), 105 
18751,LAGUNA,ALAMINOS,BARANGAY IV (POB.), 100 
18752,LAGUNA,ALAMINOS,DEL CARMEN, 38 
18753,LAGUNA,ALAMINOS,PALMA, 62 
18754,LAGUNA,ALAMINOS,SAN AGUSTIN, 158 
18755,LAGUNA,ALAMINOS,SAN ANDRES, 120 
18756,LAGUNA,ALAMINOS,SAN BENITO, 174 
18757,LAGUNA,ALAMINOS,SAN GREGORIO, 67 
18758,LAGUNA,ALAMINOS,SAN ILDEFONSO, 92 
18759,LAGUNA,ALAMINOS,SAN JUAN, 83 
18760,LAGUNA,ALAMINOS,SAN MIGUEL, 55 
18761,LAGUNA,ALAMINOS,SAN ROQUE, 65 
18762,LAGUNA,ALAMINOS,SANTA ROSA, 76 
18763,LAGUNA,BAY,BITIN, 233 
18764,LAGUNA,BAY,CALO, 82 
18765,LAGUNA,BAY,DILA, 157 
18766,LAGUNA,BAY,MAITIM, 110 
18767,LAGUNA,BAY,MASAYA, 140 
18768,LAGUNA,BAY,PACIANO RIZAL, 118 
18769,LAGUNA,BAY,PUYPUY, 97 
18770,LAGUNA,BAY,SAN AGUSTIN (POB.), 36 
18771,LAGUNA,BAY,SAN ANTONIO, 133 
18772,LAGUNA,BAY,SAN ISIDRO, 83 
18773,LAGUNA,BAY,SAN NICOLAS (POB.), 46 
18774,LAGUNA,BAY,SANTA CRUZ, 58 
18775,LAGUNA,BAY,SANTO DOMINGO, 298 
18776,LAGUNA,BAY,TAGUMPAY, 39 
18777,LAGUNA,BAY,TRANCA, 87 
18778,LAGUNA,BIÑAN,BIÑAN (POBLACION), 209 
18779,LAGUNA,BIÑAN,BUNGAHAN, 63 
18780,LAGUNA,BIÑAN,CANLALAY," 1,024 "
18781,LAGUNA,BIÑAN,CASILE, 93 
18782,LAGUNA,BIÑAN,DE LA PAZ, 920 
18783,LAGUNA,BIÑAN,GANADO, 388 
18784,LAGUNA,BIÑAN,LANGKIWA," 1,533 "
18785,LAGUNA,BIÑAN,LOMA, 573 
18786,LAGUNA,BIÑAN,MALABAN, 966 
18787,LAGUNA,BIÑAN,MALAMIG, 245 
18788,LAGUNA,BIÑAN,MAMPALASAN, 667 
18789,LAGUNA,BIÑAN,PLATERO, 568 
18790,LAGUNA,BIÑAN,POBLACION, 121 
18791,LAGUNA,BIÑAN,SAN ANTONIO," 1,093 "
18792,LAGUNA,BIÑAN,SAN FRANCISCO (HALANG)," 1,254 "
18793,LAGUNA,BIÑAN,SAN JOSE, 290 
18794,LAGUNA,BIÑAN,SAN VICENTE, 499 
18795,LAGUNA,BIÑAN,SANTO DOMINGO, 177 
18796,LAGUNA,BIÑAN,SANTO NIÑO, 229 
18797,LAGUNA,BIÑAN,SANTO TOMAS (CALABUSO)," 2,355 "
18798,LAGUNA,BIÑAN,SORO-SORO, 382 
18799,LAGUNA,BIÑAN,TIMBAO, 756 
18800,LAGUNA,BIÑAN,TUBIGAN, 410 
18801,LAGUNA,BIÑAN,ZAPOTE, 234 
18802,LAGUNA,CABUYAO,BACLARAN, 425 
18803,LAGUNA,CABUYAO,BANAYBANAY," 1,405 "
18804,LAGUNA,CABUYAO,BANLIC, 780 
18805,LAGUNA,CABUYAO,BARANGAY DOS (POB.), 88 
18806,LAGUNA,CABUYAO,BARANGAY TRES (POB.), 128 
18807,LAGUNA,CABUYAO,BARANGAY UNO (POB.), 100 
18808,LAGUNA,CABUYAO,BIGAA, 426 
18809,LAGUNA,CABUYAO,BUTONG, 534 
18810,LAGUNA,CABUYAO,CASILE, 55 
18811,LAGUNA,CABUYAO,DIEZMO, 261 
18812,LAGUNA,CABUYAO,GULOD, 475 
18813,LAGUNA,CABUYAO,MAMATID," 2,776 "
18814,LAGUNA,CABUYAO,MARINIG," 1,566 "
18815,LAGUNA,CABUYAO,NIUGAN, 983 
18816,LAGUNA,CABUYAO,PITTLAND, 219 
18817,LAGUNA,CABUYAO,PULO," 1,573 "
18818,LAGUNA,CABUYAO,SALA, 383 
18819,LAGUNA,CABUYAO,SAN ISIDRO," 1,138 "
18820,LAGUNA,CALAMBA CITY,BAGONG KALSADA, 108 
18821,LAGUNA,CALAMBA CITY,BANADERO, 419 
18822,LAGUNA,CALAMBA CITY,BANLIC, 654 
18823,LAGUNA,CALAMBA CITY,BARANDAL, 872 
18824,LAGUNA,CALAMBA CITY,BARANGAY 1 (POB.), 268 
18825,LAGUNA,CALAMBA CITY,BARANGAY 2 (POB.), 264 
18826,LAGUNA,CALAMBA CITY,BARANGAY 3 (POB.), 210 
18827,LAGUNA,CALAMBA CITY,BARANGAY 4 (POB.), 93 
18828,LAGUNA,CALAMBA CITY,BARANGAY 5 (POB.), 209 
18829,LAGUNA,CALAMBA CITY,BARANGAY 6 (POB.), 90 
18830,LAGUNA,CALAMBA CITY,BARANGAY 7 (POB.), 86 
18831,LAGUNA,CALAMBA CITY,BATINO, 97 
18832,LAGUNA,CALAMBA CITY,BUBUYAN, 71 
18833,LAGUNA,CALAMBA CITY,BUCAL, 524 
18834,LAGUNA,CALAMBA CITY,BUNGGO, 165 
18835,LAGUNA,CALAMBA CITY,BUROL, 87 
18836,LAGUNA,CALAMBA CITY,CAMALIGAN, 74 
18837,LAGUNA,CALAMBA CITY,CANLUBANG," 3,126 "
18838,LAGUNA,CALAMBA CITY,HALANG, 400 
18839,LAGUNA,CALAMBA CITY,HORNALAN, 57 
18840,LAGUNA,CALAMBA CITY,KAY-ANLOG, 423 
18841,LAGUNA,CALAMBA CITY,LA MESA, 757 
18842,LAGUNA,CALAMBA CITY,LAGUERTA, 100 
18843,LAGUNA,CALAMBA CITY,LAWA, 523 
18844,LAGUNA,CALAMBA CITY,LECHERIA, 313 
18845,LAGUNA,CALAMBA CITY,LINGGA, 195 
18846,LAGUNA,CALAMBA CITY,LOOC, 809 
18847,LAGUNA,CALAMBA CITY,MABATO, 26 
18848,LAGUNA,CALAMBA CITY,MAJADA LABAS, 491 
18849,LAGUNA,CALAMBA CITY,MAKILING, 749 
18850,LAGUNA,CALAMBA CITY,MAPAGONG, 251 
18851,LAGUNA,CALAMBA CITY,MASILI, 125 
18852,LAGUNA,CALAMBA CITY,MAUNONG, 157 
18853,LAGUNA,CALAMBA CITY,MAYAPA," 1,250 "
18854,LAGUNA,CALAMBA CITY,MILAGROSA, 514 
18855,LAGUNA,CALAMBA CITY,PACIANO RIZAL, 748 
18856,LAGUNA,CALAMBA CITY,PALINGON, 150 
18857,LAGUNA,CALAMBA CITY,PALO-ALTO, 685 
18858,LAGUNA,CALAMBA CITY,PANSOL, 318 
18859,LAGUNA,CALAMBA CITY,PARIAN," 1,104 "
18860,LAGUNA,CALAMBA CITY,PRINZA, 220 
18861,LAGUNA,CALAMBA CITY,PUNTA, 294 
18862,LAGUNA,CALAMBA CITY,PUTING LUPA, 85 
18863,LAGUNA,CALAMBA CITY,REAL, 730 
18864,LAGUNA,CALAMBA CITY,SAIMSIM, 349 
18865,LAGUNA,CALAMBA CITY,SAMPIRUHAN, 310 
18866,LAGUNA,CALAMBA CITY,SAN CRISTOBAL, 633 
18867,LAGUNA,CALAMBA CITY,SAN JOSE, 148 
18868,LAGUNA,CALAMBA CITY,SAN JUAN, 152 
18869,LAGUNA,CALAMBA CITY,SIRANG LUPA, 539 
18870,LAGUNA,CALAMBA CITY,SUCOL, 128 
18871,LAGUNA,CALAMBA CITY,TURBINA, 330 
18872,LAGUNA,CALAMBA CITY,ULANGO, 33 
18873,LAGUNA,CALAMBA CITY,UWISAN, 82 
18874,LAGUNA,CALAUAN,BALAYHANGIN, 136 
18875,LAGUNA,CALAUAN,BANGYAS, 84 
18876,LAGUNA,CALAUAN,DAYAP, 344 
18877,LAGUNA,CALAUAN,HANGGAN, 29 
18878,LAGUNA,CALAUAN,IMOK, 64 
18879,LAGUNA,CALAUAN,KANLURAN (POB.), 40 
18880,LAGUNA,CALAUAN,LAMOT 1, 58 
18881,LAGUNA,CALAUAN,LAMOT 2, 163 
18882,LAGUNA,CALAUAN,LIMAO, 120 
18883,LAGUNA,CALAUAN,MABACAN, 107 
18884,LAGUNA,CALAUAN,MASIIT, 78 
18885,LAGUNA,CALAUAN,PALIPARAN, 30 
18886,LAGUNA,CALAUAN,PEREZ, 66 
18887,LAGUNA,CALAUAN,PRINZA, 81 
18888,LAGUNA,CALAUAN,SAN ISIDRO, 72 
18889,LAGUNA,CALAUAN,SANTO TOMAS, 190 
18890,LAGUNA,CALAUAN,SILANGAN (POB.), 57 
18891,LAGUNA,CAVINTI,ANGLAS, 13 
18892,LAGUNA,CAVINTI,BANGCO, 6 
18893,LAGUNA,CAVINTI,BUKAL, 23 
18894,LAGUNA,CAVINTI,BULAJO, 15 
18895,LAGUNA,CAVINTI,CANSUSO, 14 
18896,LAGUNA,CAVINTI,DUHAT, 21 
18897,LAGUNA,CAVINTI,INAO-AWAN, 11 
18898,LAGUNA,CAVINTI,KANLURAN TALAONGAN, 66 
18899,LAGUNA,CAVINTI,LABAYO, 21 
18900,LAGUNA,CAVINTI,LAYASIN, 11 
18901,LAGUNA,CAVINTI,LAYUG, 11 
18902,LAGUNA,CAVINTI,MAHIPON, 47 
18903,LAGUNA,CAVINTI,PAOWIN, 28 
18904,LAGUNA,CAVINTI,POBLACION, 109 
18905,LAGUNA,CAVINTI,SILANGAN TALAONGAN, 47 
18906,LAGUNA,CAVINTI,SISILMIN, 6 
18907,LAGUNA,CAVINTI,SUMUCAB, 8 
18908,LAGUNA,CAVINTI,TIBATIB, 11 
18909,LAGUNA,CAVINTI,UDIA, 26 
18910,LAGUNA,FAMY,ASANA (POB.), 15 
18911,LAGUNA,FAMY,BAGONG PAG-ASA (POB.), 9 
18912,LAGUNA,FAMY,BALITOC, 15 
18913,LAGUNA,FAMY,BANABA (POB.), 8 
18914,LAGUNA,FAMY,BATUHAN, 35 
18915,LAGUNA,FAMY,BULIHAN, 31 
18916,LAGUNA,FAMY,CABALLERO (POB.), 12 
18917,LAGUNA,FAMY,CALUMPANG (POB.), 13 
18918,LAGUNA,FAMY,DAMAYAN (POB.), 15 
18919,LAGUNA,FAMY,KAPATALAN, 12 
18920,LAGUNA,FAMY,KATAYPUANAN, 2 
18921,LAGUNA,FAMY,LIYANG, 1 
18922,LAGUNA,FAMY,MAATE, 1 
18923,LAGUNA,FAMY,MAGDALO (POB.), 8 
18924,LAGUNA,FAMY,MAYATBA, 5 
18925,LAGUNA,FAMY,SALANGBATO, 7 
18926,LAGUNA,FAMY,TUNHAC, 15 
18927,LAGUNA,KALAYAAN,LONGOS, 105 
18928,LAGUNA,KALAYAAN,SAN ANTONIO, 214 
18929,LAGUNA,KALAYAAN,SAN JUAN (POB.), 177 
18930,LAGUNA,LILIW,BAGONG ANYO (POB.), 32 
18931,LAGUNA,LILIW,BAYATE, 2 
18932,LAGUNA,LILIW,BONGKOL, 16 
18933,LAGUNA,LILIW,BUBUKAL, 1 
18934,LAGUNA,LILIW,CALUMPANG, 76 
18935,LAGUNA,LILIW,CULOY, 1 
18936,LAGUNA,LILIW,DAGATAN, 6 
18937,LAGUNA,LILIW,DANIW (DANLIW), 9 
18938,LAGUNA,LILIW,DITA, 8 
18939,LAGUNA,LILIW,IBABANG PALINA, 2 
18940,LAGUNA,LILIW,IBABANG SAN ROQUE, 42 
18941,LAGUNA,LILIW,IBABANG TAYKIN, 27 
18942,LAGUNA,LILIW,ILAYANG PALINA, 50 
18943,LAGUNA,LILIW,ILAYANG SAN ROQUE, 1 
18944,LAGUNA,LILIW,ILAYANG TAYKIN, 47 
18945,LAGUNA,LILIW,KANLURANG BUKAL, 100 
18946,LAGUNA,LILIW,LAGUAN, 10 
18947,LAGUNA,LILIW,MALABO-KALANTUKAN, 5 
18948,LAGUNA,LILIW,MASIKAP (POB.), 32 
18949,LAGUNA,LILIW,MASLUN (POB.), 68 
18950,LAGUNA,LILIW,MOJON, 67 
18951,LAGUNA,LILIW,NOVALICHES, 8 
18952,LAGUNA,LILIW,OPLES, 31 
18953,LAGUNA,LILIW,PAG-ASA (POB.), 39 
18954,LAGUNA,LILIW,PALAYAN, 16 
18955,LAGUNA,LILIW,RIZAL (POB.), 26 
18956,LAGUNA,LILIW,SAN ISIDRO, 12 
18957,LAGUNA,LILIW,SILANGANG BUKAL, 1 
18958,LAGUNA,LILIW,TUY-BAANAN, 17 
18959,LAGUNA,LOS BAÑOS,ANOS, 256 
18960,LAGUNA,LOS BAÑOS,BAGONG SILANG, 12 
18961,LAGUNA,LOS BAÑOS,BAMBANG, 209 
18962,LAGUNA,LOS BAÑOS,BATONG MALAKE, 483 
18963,LAGUNA,LOS BAÑOS,BAYBAYIN (POB.), 55 
18964,LAGUNA,LOS BAÑOS,BAYOG, 265 
18965,LAGUNA,LOS BAÑOS,LALAKAY, 148 
18966,LAGUNA,LOS BAÑOS,MAAHAS, 266 
18967,LAGUNA,LOS BAÑOS,MALINTA, 195 
18968,LAGUNA,LOS BAÑOS,MAYONDON, 545 
18969,LAGUNA,LOS BAÑOS,PUTHO TUNTUNGIN, 321 
18970,LAGUNA,LOS BAÑOS,SAN ANTONIO, 440 
18971,LAGUNA,LOS BAÑOS,TADLAK, 119 
18972,LAGUNA,LOS BAÑOS,TIMUGAN (POB.), 156 
18973,LAGUNA,LUISIANA,BARANGAY ZONE I (POB.), 17 
18974,LAGUNA,LUISIANA,BARANGAY ZONE II (POB.), 8 
18975,LAGUNA,LUISIANA,BARANGAY ZONE III (POB.), 9 
18976,LAGUNA,LUISIANA,BARANGAY ZONE IV (POB.), 14 
18977,LAGUNA,LUISIANA,BARANGAY ZONE V (POB.), 26 
18978,LAGUNA,LUISIANA,BARANGAY ZONE VI (POB.), 15 
18979,LAGUNA,LUISIANA,BARANGAY ZONE VII (POB.), 8 
18980,LAGUNA,LUISIANA,BARANGAY ZONE VIII (POB.), 8 
18981,LAGUNA,LUISIANA,DE LA PAZ, 6 
18982,LAGUNA,LUISIANA,SAN ANTONIO, 75 
18983,LAGUNA,LUISIANA,SAN BUENAVENTURA, 27 
18984,LAGUNA,LUISIANA,SAN DIEGO, 70 
18985,LAGUNA,LUISIANA,SAN ISIDRO, 67 
18986,LAGUNA,LUISIANA,SAN JOSE, 18 
18987,LAGUNA,LUISIANA,SAN JUAN, 12 
18988,LAGUNA,LUISIANA,SAN LUIS, 9 
18989,LAGUNA,LUISIANA,SAN PABLO, 2 
18990,LAGUNA,LUISIANA,SAN PEDRO, 7 
18991,LAGUNA,LUISIANA,SAN RAFAEL, 2 
18992,LAGUNA,LUISIANA,SAN ROQUE, 8 
18993,LAGUNA,LUISIANA,SAN SALVADOR, 14 
18994,LAGUNA,LUISIANA,SANTO DOMINGO, 9 
18995,LAGUNA,LUISIANA,SANTO TOMAS, 41 
18996,LAGUNA,LUMBAN,BAGONG SILANG, 72 
18997,LAGUNA,LUMBAN,BALIMBINGAN (POB.), 18 
18998,LAGUNA,LUMBAN,BALUBAD, 31 
18999,LAGUNA,LUMBAN,CALIRAYA, 40 
19000,LAGUNA,LUMBAN,CONCEPCION, 54 
19001,LAGUNA,LUMBAN,LEWIN, 52 
19002,LAGUNA,LUMBAN,MARACTA (POB.), 24 
19003,LAGUNA,LUMBAN,MAYTALANG I, 60 
19004,LAGUNA,LUMBAN,MAYTALANG II, 11 
19005,LAGUNA,LUMBAN,PRIMERA PARANG (POB.), 30 
19006,LAGUNA,LUMBAN,PRIMERA PULO (POB.), 48 
19007,LAGUNA,LUMBAN,SALAC (POB.), 32 
19008,LAGUNA,LUMBAN,SANTO NIÑO (POB.), 31 
19009,LAGUNA,LUMBAN,SEGUNDA PARANG (POB.), 35 
19010,LAGUNA,LUMBAN,SEGUNDA PULO (POB.), 45 
19011,LAGUNA,LUMBAN,WAWA, 61 
19012,LAGUNA,MABITAC,AMUYONG, 6 
19013,LAGUNA,MABITAC,BAYANIHAN (POB.), 10 
19014,LAGUNA,MABITAC,LAMBAC (POB.), 17 
19015,LAGUNA,MABITAC,LIBIS NG NAYON (POB.), 17 
19016,LAGUNA,MABITAC,LUCONG, 11 
19017,LAGUNA,MABITAC,MALIGAYA (POB.), 6 
19018,LAGUNA,MABITAC,MASIKAP (POB.), 10 
19019,LAGUNA,MABITAC,MATALATALA, 34 
19020,LAGUNA,MABITAC,NANGUMA, 27 
19021,LAGUNA,MABITAC,NUMERO, 4 
19022,LAGUNA,MABITAC,PAAGAHAN, 59 
19023,LAGUNA,MABITAC,PAG-ASA (POB.), 16 
19024,LAGUNA,MABITAC,SAN ANTONIO, 27 
19025,LAGUNA,MABITAC,SAN MIGUEL, 23 
19026,LAGUNA,MABITAC,SINAGTALA (POB.), 23 
19027,LAGUNA,MAGDALENA,ALIPIT, 11 
19028,LAGUNA,MAGDALENA,BAANAN, 10 
19029,LAGUNA,MAGDALENA,BALANAC, 12 
19030,LAGUNA,MAGDALENA,BUCAL, 24 
19031,LAGUNA,MAGDALENA,BUENAVISTA, 78 
19032,LAGUNA,MAGDALENA,BUNGKOL, 18 
19033,LAGUNA,MAGDALENA,BUO, 1 
19034,LAGUNA,MAGDALENA,BURLUNGAN, 15 
19035,LAGUNA,MAGDALENA,CIGARAS, 72 
19036,LAGUNA,MAGDALENA,HALAYHAYIN, 1 
19037,LAGUNA,MAGDALENA,IBABANG ATINGAY, 1 
19038,LAGUNA,MAGDALENA,IBABANG BUTNONG, 40 
19039,LAGUNA,MAGDALENA,ILAYANG ATINGAY, 10 
19040,LAGUNA,MAGDALENA,ILAYANG BUTNONG, 40 
19041,LAGUNA,MAGDALENA,ILOG, 2 
19042,LAGUNA,MAGDALENA,MALAKING AMBLING, 13 
19043,LAGUNA,MAGDALENA,MALINAO, 8 
19044,LAGUNA,MAGDALENA,MARAVILLA, 18 
19045,LAGUNA,MAGDALENA,MUNTING AMBLING, 37 
19046,LAGUNA,MAGDALENA,POBLACION, 79 
19047,LAGUNA,MAGDALENA,SABANG, 30 
19048,LAGUNA,MAGDALENA,SALASAD, 47 
19049,LAGUNA,MAGDALENA,TANAWAN, 6 
19050,LAGUNA,MAGDALENA,TIPUNAN, 19 
19051,LAGUNA,MAJAYJAY,AMONOY, 1 
19052,LAGUNA,MAJAYJAY,BAKIA, 22 
19053,LAGUNA,MAJAYJAY,BALANAC, 2 
19054,LAGUNA,MAJAYJAY,BITAOY, 3 
19055,LAGUNA,MAJAYJAY,BOTOCAN, 22 
19056,LAGUNA,MAJAYJAY,BUKAL, 16 
19057,LAGUNA,MAJAYJAY,BURGOS, 1 
19058,LAGUNA,MAJAYJAY,BUROL, 3 
19059,LAGUNA,MAJAYJAY,CORALAO, 7 
19060,LAGUNA,MAJAYJAY,GAGALOT, 17 
19061,LAGUNA,MAJAYJAY,IBABANG BANGA, 21 
19062,LAGUNA,MAJAYJAY,IBABANG BAYUCAIN, 1 
19063,LAGUNA,MAJAYJAY,ILAYANG BANGA, 17 
19064,LAGUNA,MAJAYJAY,ILAYANG BAYUCAIN, 4 
19065,LAGUNA,MAJAYJAY,ISABANG, 2 
19066,LAGUNA,MAJAYJAY,MALINAO, 10 
19067,LAGUNA,MAJAYJAY,MUNTING KAWAYAN, 18 
19068,LAGUNA,MAJAYJAY,OLLA, 28 
19069,LAGUNA,MAJAYJAY,OOBI, 18 
19070,LAGUNA,MAJAYJAY,ORIGUEL (POB.), 44 
19071,LAGUNA,MAJAYJAY,PANALABAN, 2 
19072,LAGUNA,MAJAYJAY,PANGIL, 14 
19073,LAGUNA,MAJAYJAY,PANGLAN, 12 
19074,LAGUNA,MAJAYJAY,PIIT, 24 
19075,LAGUNA,MAJAYJAY,POOK, 6 
19076,LAGUNA,MAJAYJAY,RIZAL, 2 
19077,LAGUNA,MAJAYJAY,SAN FRANCISCO (POB.), 69 
19078,LAGUNA,MAJAYJAY,SAN ISIDRO, 9 
19079,LAGUNA,MAJAYJAY,SAN MIGUEL (POB.), 71 
19080,LAGUNA,MAJAYJAY,SANTA CATALINA (POB.), 37 
19081,LAGUNA,MAJAYJAY,SUBA, 53 
19082,LAGUNA,MAJAYJAY,TALORTOR, 21 
19083,LAGUNA,MAJAYJAY,TAYTAY, 14 
19084,LAGUNA,MAJAYJAY,VILLA NOGALES, 3 
19085,LAGUNA,NAGCARLAN,ABO, 32 
19086,LAGUNA,NAGCARLAN,ALIBUNGBUNGAN, 39 
19087,LAGUNA,NAGCARLAN,ALUMBRADO, 25 
19088,LAGUNA,NAGCARLAN,BALAYONG, 7 
19089,LAGUNA,NAGCARLAN,BALIMBING, 4 
19090,LAGUNA,NAGCARLAN,BALINACON, 19 
19091,LAGUNA,NAGCARLAN,BAMBANG, 59 
19092,LAGUNA,NAGCARLAN,BANAGO, 72 
19093,LAGUNA,NAGCARLAN,BANCA-BANCA, 18 
19094,LAGUNA,NAGCARLAN,BANGCURO, 14 
19095,LAGUNA,NAGCARLAN,BANILAD, 18 
19096,LAGUNA,NAGCARLAN,BUBOY, 40 
19097,LAGUNA,NAGCARLAN,BUENAVISTA, 8 
19098,LAGUNA,NAGCARLAN,BUHANGINAN, 7 
19099,LAGUNA,NAGCARLAN,BUKAL, 12 
19100,LAGUNA,NAGCARLAN,BUNGA, 4 
19101,LAGUNA,NAGCARLAN,CABUYEW, 6 
19102,LAGUNA,NAGCARLAN,CALUMPANG, 18 
19103,LAGUNA,NAGCARLAN,KANLURAN KABUBUHAYAN, 6 
19104,LAGUNA,NAGCARLAN,KANLURAN LAZAAN, 12 
19105,LAGUNA,NAGCARLAN,LABANGAN, 3 
19106,LAGUNA,NAGCARLAN,LAGULO, 3 
19107,LAGUNA,NAGCARLAN,LAWAGUIN, 6 
19108,LAGUNA,NAGCARLAN,MAIIT, 3 
19109,LAGUNA,NAGCARLAN,MALAYA, 50 
19110,LAGUNA,NAGCARLAN,MALINAO, 25 
19111,LAGUNA,NAGCARLAN,MANAOL, 34 
19112,LAGUNA,NAGCARLAN,MARAVILLA, 34 
19113,LAGUNA,NAGCARLAN,OPLES, 19 
19114,LAGUNA,NAGCARLAN,PALAYAN, 22 
19115,LAGUNA,NAGCARLAN,PALINA, 28 
19116,LAGUNA,NAGCARLAN,POBLACION I (POB.), 49 
19117,LAGUNA,NAGCARLAN,POBLACION II (POB.), 106 
19118,LAGUNA,NAGCARLAN,POBLACION III (POB.), 78 
19119,LAGUNA,NAGCARLAN,SABANG, 10 
19120,LAGUNA,NAGCARLAN,SAN FRANCISCO, 82 
19121,LAGUNA,NAGCARLAN,SANTA LUCIA, 62 
19122,LAGUNA,NAGCARLAN,SIBULAN, 9 
19123,LAGUNA,NAGCARLAN,SILANGAN ILAYA, 59 
19124,LAGUNA,NAGCARLAN,SILANGAN KABUBUHAYAN, 19 
19125,LAGUNA,NAGCARLAN,SILANGAN LAZAAN, 29 
19126,LAGUNA,NAGCARLAN,SILANGAN NAPAPATID, 15 
19127,LAGUNA,NAGCARLAN,SINIPIAN, 20 
19128,LAGUNA,NAGCARLAN,SULSUGUIN, 6 
19129,LAGUNA,NAGCARLAN,TALAHIB, 3 
19130,LAGUNA,NAGCARLAN,TALANGAN, 47 
19131,LAGUNA,NAGCARLAN,TAYTAY, 91 
19132,LAGUNA,NAGCARLAN,TIPACAN, 1 
19133,LAGUNA,NAGCARLAN,WAKAT, 29 
