code,location,interlevel,original
060613029,SAN PEDRO,Bgy,True
060613030,SUPA,Bgy,True
060614000,SAN REMIGIO,Mun,True
060614001,AGRICULA,Bgy,True
060614002,ALEGRIA,Bgy,True
060614003,ANINGALAN,Bgy,True
060614004,ATABAY,Bgy,True
060614005,BAGUMBAYAN,Bgy,True
060614006,BALADJAY,Bgy,True
060614007,BANBANAN,Bgy,True
060614008,BARANGBANG,Bgy,True
060614009,BAWANG,Bgy,True
060614010,BUGO,Bgy,True
060614011,BULAN-BULAN,Bgy,True
060614012,CABIAWAN,Bgy,True
060614013,CABUNGA-AN,Bgy,True
060614014,CADOLONAN,Bgy,True
060614015,POBLACION,Bgy,False
060614015,CALAG-ITAN,Bgy,False
060614015,POBLACION (CALAG-ITAN),Bgy,True
060614016,CARAWISAN 1,Bgy,False
060614016,CARAWISAN I,Bgy,True
060614017,CARAWISAN 2,Bgy,False
060614017,CARAWISAN II,Bgy,True
060614018,CARMELO I,Bgy,True
060614018,CARMELO 1,Bgy,False
060614019,CARMELO II,Bgy,True
060614019,CARMELO 2,Bgy,False
060614020,GENERAL FULLON,Bgy,True
060614021,GENERAL LUNA,Bgy,True
060614022,ORQUIA (IGCATUMBAL),Bgy,True
060614022,ORQUIA,Bgy,False
060614022,IGCATUMBAL,Bgy,False
060614023,IGUIRINDON,Bgy,True
060614024,INSUBUAN,Bgy,True
060614025,LA UNION,Bgy,True
060614026,LAPAK,Bgy,True
060614027,LUMPATAN,Bgy,True
060614028,MAGDALENA,Bgy,True
060614029,MARAGUBDUB,Bgy,True
060614030,NAGBANGI I,Bgy,False
060614030,NAGBANGI I (AMATONG),Bgy,True
060614030,AMATONG,Bgy,False
060614030,NAGBANGI 1,Bgy,False
060614031,NAGBANGI II,Bgy,True
060614031,NAGBANGI 2,Bgy,False
060614033,NASULI,Bgy,True
060614034,OSORIO I,Bgy,True
060614034,OSORIO 1,Bgy,False
060614035,OSORIO II,Bgy,True
060614035,OSORIO 2,Bgy,False
060614036,PANPANAN I,Bgy,True
060614036,PANPANAN 1,Bgy,False
060614037,PANPANAN 2,Bgy,False
060614037,PANPANAN II,Bgy,True
060614039,RAMON MAGSAYSAY,Bgy,True
060614040,RIZAL,Bgy,True
060614041,SAN RAFAEL,Bgy,True
060614042,SINUNDOLAN,Bgy,True
060614043,SUMARAY,Bgy,True
060614044,TRINIDAD,Bgy,True
060614045,TUBUDAN,Bgy,True
060614046,VILVAR,Bgy,True
060614047,WALKER,Bgy,True
060615000,SEBASTE,Mun,True
060615001,ABIERA,Bgy,True
060615002,AGUILA,Bgy,True
060615003,ALEGRE,Bgy,True
060615004,ARAS-ASAN,Bgy,True
060615005,BACALAN,Bgy,True
060615006,CALLAN,Bgy,True
060615007,NAUHON,Bgy,True
060615008,P. JAVIER,Bgy,True
060615009,POBLACION,Bgy,True
060615010,IDIO,Bgy,True
060616000,SIBALOM,Mun,True
060616002,ALANGAN,Bgy,True
060616003,VALENTIN GRASPARIL,Bgy,False
060616003,BAD-AS,Bgy,False
060616003,VALENTIN GRASPARIL (BAD-AS),Bgy,True
060616004,BARI,Bgy,True
060616005,BIGA-A,Bgy,True
060616006,BONGBONGAN 1,Bgy,False
060616006,BONGBONGAN I,Bgy,True
060616007,BONGBONGAN II,Bgy,True
060616007,BONGBONGAN 2,Bgy,False
060616008,BONGSOD,Bgy,True
060616009,BONTOL,Bgy,True
060616010,BUGNAY,Bgy,True
060616011,BULALACAO,Bgy,True
060616012,CABANBANAN,Bgy,True
060616013,CABARIUAN,Bgy,True
060616014,CABLADAN,Bgy,True
060616015,CADOLDOLAN,Bgy,True
060616016,CALO-OY,Bgy,True
060616017,CALOG,Bgy,True
060616018,CATMON,Bgy,True
060616019,CATUNGAN I,Bgy,True
060616019,CATUNGAN 1,Bgy,False
060616020,CATUNGAN 2,Bgy,False
060616020,CATUNGAN II,Bgy,True
060616021,CATUNGAN III,Bgy,True
060616021,CATUNGAN 3,Bgy,False
060616022,CATUNGAN IV,Bgy,True
060616022,CATUNGAN 4,Bgy,False
060616023,CUBAY-SERMON,Bgy,True
060616024,EGANA,Bgy,False
060616024,EGAÑA,Bgy,True
060616025,ESPERANZA 1,Bgy,False
060616025,ESPERANZA I,Bgy,True
060616026,ESPERANZA 2,Bgy,False
060616026,ESPERANZA II,Bgy,True
060616027,ESPERANZA 3,Bgy,False
060616027,ESPERANZA III,Bgy,True
060616028,IGCOCOC,Bgy,True
060616029,IGDALAQUIT,Bgy,True
060616030,IGDAGMAY,Bgy,True
060616031,IGLANOT,Bgy,True
060616032,IGPANOLONG,Bgy,True
060616033,IGPARAS,Bgy,True
060616034,IGSUMING,Bgy,True
060616035,ILABAS,Bgy,True
060616036,IMPARAYAN,Bgy,True
060616037,INABASAN,Bgy,True
060616038,INDAG-AN,Bgy,True
060616039,INITAN,Bgy,True
060616040,INSARAYAN,Bgy,True
060616041,LACARON,Bgy,True
060616042,LAGDO,Bgy,True
060616043,LAMBAYAGAN,Bgy,True
060616044,LUNA,Bgy,True
060616045,LUYANG,Bgy,True
060616046,MAASIN,Bgy,True
060616047,MABINI,Bgy,True
060616048,MILLAMENA,Bgy,True
060616049,MOJON,Bgy,True
060616050,NAGDAYAO,Bgy,True
060616051,CUBAY-NAPULTAN,Bgy,True
060616053,NAZARETH,Bgy,True
060616054,ODIONG,Bgy,True
060616055,OLAGA,Bgy,True
060616056,PANGPANG,Bgy,True
060616057,PANLAGANGAN,Bgy,True
060616058,PANTAO,Bgy,True
060616059,PASONG,Bgy,True
060616060,PIS-ANAN,Bgy,True
060616061,DISTRICT 1,Bgy,False
060616061,DISTRICT I (POB.),Bgy,True
060616061,DISTRICT I,Bgy,False
060616062,DISTRICT 2,Bgy,False
060616062,DISTRICT II,Bgy,False
060616062,DISTRICT II (POB.),Bgy,True
060616063,DISTRICT III,Bgy,False
060616063,DISTRICT 3,Bgy,False
060616063,DISTRICT III (POB.),Bgy,True
060616064,DISTRICT 4,Bgy,False
060616064,DISTRICT IV,Bgy,False
060616064,DISTRICT IV (POB.),Bgy,True
060616065,ROMBANG,Bgy,True
060616066,SALVACION,Bgy,True
060616067,SAN JUAN,Bgy,True
060616068,SIDO,Bgy,True
060616069,SOLONG,Bgy,True
060616070,TABONGTABONG,Bgy,True
060616071,TIG-OHOT,Bgy,True
060616073,TIGBALUA 1,Bgy,False
060616073,TIGBALUA I,Bgy,True
060616074,TORDESILLAS,Bgy,True
060616075,TULATULA,Bgy,True
060616076,VILLAFONT,Bgy,True
060616077,VILLAHERMOSA,Bgy,True
060616078,VILLAR,Bgy,True
060616079,TIGBALUA II,Bgy,True
060616079,TIGBALUA 2,Bgy,False
060617000,TIBIAO,Mun,True
060617001,ALEGRE,Bgy,True
060617002,AMAR,Bgy,True
060617003,BANDOJA (LUPA-AN),Bgy,True
060617003,BANDOJA,Bgy,False
060617003,LUPA-AN,Bgy,False
060617004,CASTILLO,Bgy,True
060617005,ESPARAGOZA,Bgy,True
060617006,IMPORTANTE,Bgy,True
060617007,LA PAZ,Bgy,True
060617008,MALABOR,Bgy,True
060617009,MARTINEZ,Bgy,True
060617010,NATIVIDAD,Bgy,True
060617011,PITAC,Bgy,True
060617012,POBLACION,Bgy,True
060617013,SALAZAR,Bgy,True
060617014,SAN FRANCISCO NORTE,Bgy,True
060617015,SAN FRANCISCO SUR,Bgy,True
060617016,SAN ISIDRO,Bgy,True
060617017,SANTA ANA,Bgy,True
060617018,SANTA JUSTA,Bgy,True
060617019,SANTO ROSARIO,Bgy,True
060617020,TIGBABOY,Bgy,True
060617021,TUNO,Bgy,True
060618000,VALDERRAMA,Mun,True
060618001,BAKIANG,Bgy,True
060618002,BINANOGAN,Bgy,True
060618003,BOROCBOROC,Bgy,True
060618004,BUGNAY,Bgy,True
060618005,BULUANGAN 1,Bgy,False
060618005,BULUANGAN I,Bgy,True
060618006,BULUANGAN 2,Bgy,False
060618006,BULUANGAN II,Bgy,True
060618007,BUNSOD,Bgy,True
060618008,BUSOG,Bgy,True
060618009,CANANGHAN,Bgy,True
060618010,CANIPAYAN,Bgy,True
060618011,CANSILAYAN,Bgy,True
060618012,CULYAT,Bgy,True
060618013,IGLINAB,Bgy,True
060618014,IGMASANDIG,Bgy,True
060618015,LUBLUB,Bgy,True
060618016,MANLACBO,Bgy,True
060618017,PANDANAN,Bgy,True
060618018,SAN AGUSTIN,Bgy,True
060618019,TAKAS (POB.),Bgy,True
060618019,TAKAS,Bgy,False
060618020,TIGMAMALE,Bgy,True
060618021,UBOS (POB.),Bgy,True
060618021,UBOS,Bgy,False
060618022,ALON,Bgy,True
061900000,CAPIZ,Prov,True
061901000,CUARTERO,Mun,True
061901001,AGCABUGAO,Bgy,True
061901002,AGDAHON,Bgy,True
061901003,AGNAGA,Bgy,True
061901004,ANGUB,Bgy,True
061901005,BALINGASAG,Bgy,True
061901007,BITO-ON ILAWOD,Bgy,True
061901008,BITO-ON ILAYA,Bgy,True
061901009,BUN-OD,Bgy,True
061901010,CARATAYA,Bgy,True
061901011,LUNAYAN,Bgy,True
061901012,MAHUNODHUNOD,Bgy,True
061901013,MAINDANG,Bgy,True
061901014,MAINIT,Bgy,True
061901015,MALAGAB-I,Bgy,True
061901016,NAGBA,Bgy,True
061901017,POBLACION ILAWOD,Bgy,True
061901018,POBLACION ILAYA,Bgy,True
061901019,POBLACION TAKAS,Bgy,True
061901020,PUTI-AN,Bgy,True
061901021,SAN ANTONIO,Bgy,True
061901022,SINABSABAN,Bgy,True
061901023,MAHABANG SAPA,Bgy,True
061902000,DAO,Mun,True
061902001,AGANAN,Bgy,True
061902002,AGTAMBI,Bgy,True
061902003,AGTANGUAY,Bgy,True
061902004,BALUCUAN,Bgy,True
061902005,BITA,Bgy,True
061902006,CENTRO,Bgy,True
061902007,DAPLAS,Bgy,True
061902008,DUYOC,Bgy,True
061902009,ILAS SUR,Bgy,True
061902012,LACARON,Bgy,True
061902013,MALONOY,Bgy,True
061902014,MANHOY,Bgy,True
061902015,MAPULANG BATO,Bgy,True
061902016,MATAGNOP,Bgy,True
061902017,NASUNOGAN,Bgy,True
061902018,POBLACION ILAWOD,Bgy,True
061902019,POBLACION ILAYA,Bgy,True
061902020,QUINABCABAN,Bgy,True
061902021,QUINAYUYA,Bgy,True
061902022,ILAS NORTE,Bgy,False
061902022,SAN AGUSTIN,Bgy,False
061902022,SAN AGUSTIN (ILAS NORTE),Bgy,True
061903000,DUMALAG,Mun,True
061903001,CONCEPCION,Bgy,True
061903002,CONSOLACION,Bgy,True
061903003,DOLORES,Bgy,True
061903004,DURAN,Bgy,True
061903007,SAN AGUSTIN,Bgy,True
061903008,SAN JOSE,Bgy,True
061903009,SAN MARTIN,Bgy,True
061903010,SAN MIGUEL,Bgy,True
061903011,SAN RAFAEL,Bgy,True
061903012,SAN ROQUE,Bgy,True
061903013,SANTA CARMEN,Bgy,True
061903014,SANTA CRUZ,Bgy,True
061903015,SANTA MONICA,Bgy,True
061903016,SANTA RITA,Bgy,True
061903017,SANTA TERESA,Bgy,True
061903018,SANTO ANGEL,Bgy,True
061903019,SANTO NINO,Bgy,False
061903019,SANTO NIÑO,Bgy,True
061903020,SANTO ROSARIO,Bgy,True
061903021,POBLACION,Bgy,True
061904000,DUMARAO,Mun,True
061904001,AGBATUAN,Bgy,True
061904002,AGLALANA,Bgy,True
061904003,AGLANOT,Bgy,True
061904006,AGSIRAB,Bgy,True
061904007,ALIPASIAWAN,Bgy,True
061904008,ASTORGA,Bgy,True
061904009,BAYOG,Bgy,True
061904010,BUNGSUAN,Bgy,True
061904011,CALAPAWAN,Bgy,True
061904012,CUBI,Bgy,True
061904013,DACUTON,Bgy,True
061904014,DANGULA,Bgy,True
061904015,GIBATO,Bgy,True
061904016,CODINGLE,Bgy,True
061904017,GUINOTOS,Bgy,True
061904018,JAMBAD,Bgy,True
061904019,JANGUSLOB,Bgy,True
061904021,LAWAAN,Bgy,True
061904023,MALONOY,Bgy,True
061904024,NAGSULANG,Bgy,True
061904026,ONGOL ILAWOD,Bgy,True
061904027,ONGOL ILAYA,Bgy,True
061904028,POBLACION ILAWOD,Bgy,True
061904029,POBLACION ILAYA,Bgy,True
061904030,SAGRADA FAMILIA,Bgy,True
061904031,SALCEDO,Bgy,True
061904032,SAN JUAN,Bgy,True
061904033,SIBARIWAN,Bgy,True
061904034,TAMULALOD,Bgy,True
061904035,TASLAN,Bgy,True
061904036,TINA,Bgy,True
061904037,TINAYTAYAN,Bgy,True
061904038,TRACIANO,Bgy,True
061905000,IVISAN,Mun,True
061905001,AGMALOBO,Bgy,True
061905002,AGUSTIN NAVARRA,Bgy,True
061905003,BALARING,Bgy,True
061905004,BASIAO,Bgy,True
061905005,CABUGAO,Bgy,True
061905006,CUDIAN,Bgy,True
061905007,ILAYA-IVISAN,Bgy,True
061905008,MALOCLOC NORTE,Bgy,True
061905009,MALOCLOC SUR,Bgy,True
061905010,MATNOG,Bgy,True
061905011,MIANAY,Bgy,True
061905012,ONDOY,Bgy,True
061905013,POBLACION NORTE,Bgy,True
061905014,POBLACION SUR,Bgy,True
061905015,SANTA CRUZ,Bgy,True
061906000,JAMINDAN,Mun,True
061906001,AGAMBULONG,Bgy,True
061906002,AGBUN-OD,Bgy,True
061906003,AGCAGAY,Bgy,True
061906004,AGLIBACAO,Bgy,True
061906005,AGLOLOWAY,Bgy,True
061906006,BAYEBAYE,Bgy,True
061906007,CARIDAD,Bgy,True
061906008,ESPERANZA,Bgy,True
061906009,FE,Bgy,True
061906010,GANZON,Bgy,True
061906011,GUINTAS,Bgy,True
061906012,IGANG,Bgy,True
061906013,JAENA NORTE,Bgy,True
061906014,JAENA SUR,Bgy,True
061906015,JAGNAYA,Bgy,True
061906016,LAPAZ,Bgy,True
061906017,LINAMBASAN,Bgy,True
061906018,LUCERO,Bgy,True
061906019,MAANTOL,Bgy,True
061906020,MASGRAU,Bgy,True
061906021,MILAN,Bgy,True
061906022,MOLET,Bgy,True
061906023,PANGABAT,Bgy,True
061906024,PANGABUAN,Bgy,True
061906025,PASOL-O,Bgy,True
061906026,POBLACION,Bgy,True
061906027,SAN JOSE,Bgy,True
061906028,SAN JUAN,Bgy,True
061906029,SAN VICENTE,Bgy,True
061906030,SANTO ROSARIO,Bgy,True
061907000,MA-AYON,Mun,True
061907001,AGLIMOCON,Bgy,True
061907002,ALASAGING,Bgy,True
061907003,ALAYUNAN,Bgy,True
061907004,BALIGHOT,Bgy,True
061907005,BATABAT,Bgy,True
061907006,BONGBONGAN,Bgy,True
061907007,CABUNGAHAN,Bgy,True
061907008,CANAPIAN,Bgy,True
061907009,CARATAYA,Bgy,True
061907010,DULUAN,Bgy,True
061907011,EAST VILLAFLORES,Bgy,True
061907012,FERNANDEZ,Bgy,True
061907013,GUINBI-ALAN,Bgy,True
061907014,INDAYAGAN,Bgy,True
061907015,JEBACA,Bgy,True
061907016,MAALAN,Bgy,True
061907017,MANAYUPIT,Bgy,True
061907018,NEW GUIA,Bgy,True
061907019,NGALAN,Bgy,False
061907019,QUEVEDO (NGALAN),Bgy,True
061907019,QUEVEDO,Bgy,False
061907020,OLD GUIA,Bgy,True
061907021,PALAGUIAN,Bgy,True
061907022,PARALLAN,Bgy,True
061907023,PIÑA,Bgy,True
061907023,PINA,Bgy,False
061907024,POBLACION ILAWOD,Bgy,True
061907025,POBLACION ILAYA,Bgy,True
061907026,POBLACION TABUC,Bgy,True
061907028,QUINABONGLAN,Bgy,True
061907029,QUINAT-UYAN,Bgy,True
061907030,SALGAN,Bgy,True
061907031,TAPULANG,Bgy,True
061907032,TUBURAN,Bgy,True
061907034,WEST VILLAFLORES,Bgy,True
061908000,MAMBUSAO,Mun,True
061908001,ATIPLO,Bgy,True
061908002,BALAT-AN,Bgy,True
061908003,BALIT,Bgy,True
061908004,BATIANO,Bgy,True
061908005,BATING,Bgy,True
061908006,BATO BATO,Bgy,True
061908007,BAYE,Bgy,True
061908008,BERGANTE,Bgy,True
061908009,BUNGA,Bgy,True
061908010,BULA,Bgy,True
061908011,BUNGSI,Bgy,True
061908012,BURIAS,Bgy,True
061908013,CAIDQUID,Bgy,True
061908014,CALA-AGUS,Bgy,True
061908015,LIBO-O,Bgy,True
061908016,MANIBAD,Bgy,True
061908017,MARALAG,Bgy,True
061908018,NAJUS-AN,Bgy,True
061908019,PANGPANG NORTE,Bgy,True
061908020,PANGPANG SUR,Bgy,True
061908021,PINAY,Bgy,True
061908022,POBLACION PROPER,Bgy,True
061908023,POBLACION TABUC,Bgy,True
061908024,SINONDOJAN,Bgy,True
061908025,TUGAS,Bgy,True
061908026,TUMALALUD,Bgy,True
061909000,PANAY,Mun,True
061909001,AGBALO,Bgy,True
061909002,AGBANBAN,Bgy,True
061909003,AGOJO,Bgy,True
061909004,ANHAWON,Bgy,True
061909005,BAGACAY,Bgy,True
061909006,BAGO CHIQUITO,Bgy,True
061909007,BAGO GRANDE,Bgy,True
061909008,BAHIT,Bgy,True
061909009,BANTIQUE,Bgy,True
061909010,BATO,Bgy,True
061909011,BINANGIG,Bgy,True
061909012,BINANTUAN,Bgy,True
061909013,BONGA,Bgy,True
061909014,BUNTOD,Bgy,True
061909015,BUTACAL,Bgy,True
061909016,CABUGAO ESTE,Bgy,True
061909017,CABUGAO OESTE,Bgy,True
061909018,CALAPAWAN,Bgy,True
061909019,CALITAN,Bgy,True
061909020,CANDUAL,Bgy,True
061909021,COGON,Bgy,True
061909022,DAGA,Bgy,True
061909023,ILAMNAY,Bgy,True
061909024,JAMUL-AWON,Bgy,True
061909025,LANIPGA,Bgy,True
061909026,LAT-ASAN,Bgy,True
061909027,LIBON,Bgy,True
061909028,LINAO,Bgy,True
061909029,LINATERAN,Bgy,True
061909030,LOMBOY,Bgy,True
061909031,LUS-ONAN,Bgy,True
061909032,MAGUBILAN,Bgy,True
061909033,NAVITAS,Bgy,True
061909034,PAWA,Bgy,True
061909035,PILI,Bgy,True
061909036,POBLACION ILAWOD,Bgy,True
061909037,POBLACION ILAYA,Bgy,True
061909038,POBLACION TABUC,Bgy,True
061909039,TALASA,Bgy,True
061909040,TANZA NORTE,Bgy,True
061909041,TANZA SUR,Bgy,True
061909042,TICO,Bgy,True
061910000,PANITAN,Mun,True
061910001,AGBABADIANG,Bgy,True
061910002,AGKILO,Bgy,True
061910003,AGLOWAY,Bgy,True
061910004,AMBILAY,Bgy,True
061910005,BAHIT,Bgy,True
061910006,BALATUCAN,Bgy,True
061910007,BANGA-AN,Bgy,True
061910008,CABUGAO,Bgy,True
061910009,CABANGAHAN,Bgy,True
061910010,CADIO,Bgy,True
061910011,CALA-AN,Bgy,True
061910012,CAPAGAO,Bgy,True
061910013,COGON,Bgy,True
061910014,CONCIENCIA,Bgy,True
061910015,ENSENAGAN,Bgy,True
061910016,INTAMPILAN,Bgy,True
061910017,PASUGUE,Bgy,True
061910018,POBLACION ILAWOD,Bgy,True
061910019,POBLACION ILAYA,Bgy,True
061910020,QUIOS,Bgy,True
061910021,SALOCON,Bgy,True
061910022,TABUC NORTE,Bgy,True
061910023,TABUC SUR,Bgy,True
061910024,TIMPAS,Bgy,True
061910025,TINCUPON,Bgy,True
061910026,TINIGBAN,Bgy,True
061911000,PILAR,Mun,True
061911001,BALOGO,Bgy,True
061911002,BINAOBAWAN,Bgy,True
061911003,BLASCO,Bgy,True
061911004,CASANAYAN,Bgy,True
061911005,CAYUS,Bgy,True
061911006,DAYHAGAN,Bgy,True
061911007,DULANGAN,Bgy,True
061911010,MONTEFLOR,Bgy,True
061911011,NATIVIDAD,Bgy,True
061911012,OLALO,Bgy,True
061911013,POBLACION,Bgy,True
061911014,ROSARIO,Bgy,True
061911015,SAN ANTONIO,Bgy,True
061911016,SAN BLAS,Bgy,True
061911017,SAN ESTEBAN,Bgy,True
061911018,SAN FERNANDO,Bgy,True
061911019,SAN NICOLAS,Bgy,True
061911020,SAN PEDRO,Bgy,True
061911021,SAN RAMON,Bgy,True
061911022,SAN SILVESTRE,Bgy,True
061911023,SINAMONGAN,Bgy,True
061911024,SANTA FE,Bgy,True
061911025,TABUN-ACAN,Bgy,True
061911026,YATING,Bgy,True
061912000,PONTEVEDRA,Mun,True
061912001,AGBANOG,Bgy,True
061912002,AGDALIPE,Bgy,True
061912003,AMELIGAN,Bgy,True
061912004,BAILAN,Bgy,True
061912005,BANATE,Bgy,True
061912006,BANTIGUE,Bgy,True
061912007,BINUNTUCAN,Bgy,True
061912008,CABUGAO,Bgy,True
061912009,GABUC (CAUGIAT),Bgy,True
061912009,GABUC,Bgy,False
061912009,CAUGIAT,Bgy,False
061912011,GUBA,Bgy,True
061912012,HIPONA,Bgy,True
061912013,INTUNGCAN,Bgy,True
061912014,JOLONGAJOG,Bgy,True
061912015,LANTANGAN,Bgy,True
061912016,LINAMPONGAN,Bgy,True
061912017,MALAG-IT,Bgy,True
061912018,MANAPAO,Bgy,True
061912019,ILAWOD (POB.),Bgy,True
061912019,ILAWOD,Bgy,False
061912020,ILAYA,Bgy,False
061912020,ILAYA (POB.),Bgy,True
061912021,RIZAL,Bgy,True
061912022,SAN PEDRO,Bgy,True
061912023,SOLO,Bgy,True
061912024,SUBLANGON,Bgy,True
061912025,TABUC,Bgy,True
061912026,TACAS,Bgy,True
061912027,YATINGAN,Bgy,True
061913000,PRESIDENT ROXAS,Mun,True
061913001,ARANGUEL,Bgy,True
061913002,BADIANGON,Bgy,True
061913003,BAYUYAN,Bgy,True
061913004,CABUGCABUG,Bgy,True
061913005,CARMENCITA,Bgy,True
061913006,CUBAY,Bgy,True
061913007,CULILANG,Bgy,True
061913008,GOCE,Bgy,True
061913009,HANGLID,Bgy,True
061913010,IBACA,Bgy,True
061913011,MADULANO,Bgy,True
061913012,MANOLING,Bgy,True
061913013,MARITA,Bgy,True
061913014,PANDAN,Bgy,True
061913015,PANTALAN CABUGCABUG,Bgy,True
061913016,PINAMIHAGAN,Bgy,True
061913017,POBLACION (ELIZALDE),Bgy,True
061913017,POBLACION,Bgy,False
061913017,ELIZALDE,Bgy,False
061913018,PONDOL,Bgy,True
061913019,QUIAJO,Bgy,True
061913020,SANGKAL,Bgy,True
061913021,SANTO NINO,Bgy,False
061913021,SANTO NIÑO,Bgy,True
061913022,VIZCAYA,Bgy,True
061914000,ROXAS,City,False
061914000,CAPITAL,City,False
061914000,CITY OF ROXAS (CAPITAL),City,True
061914001,ADLAWAN,Bgy,True
061914002,BAGO,Bgy,True
061914003,BALIJUAGAN,Bgy,True
061914004,BANICA,Bgy,True
061914005,BARANGAY I,Bgy,False
061914005,POBLACION I,Bgy,False
061914005,POBLACION 1,Bgy,False
061914005,POBLACION I (BARANGAY I),Bgy,True
061914005,BARANGAY 1,Bgy,False
061914006,BARANGAY X,Bgy,False
061914006,POBLACION 10,Bgy,False
061914006,BARANGAY 10,Bgy,False
061914006,POBLACION X,Bgy,False
061914006,POBLACION X (BARANGAY X),Bgy,True
061914007,POBLACION 11,Bgy,False
061914007,POBLACION XI,Bgy,False
061914007,BARANGAY XI,Bgy,False
061914007,BARANGAY 11,Bgy,False
061914007,POBLACION XI (BARANGAY XI),Bgy,True
061914009,BARANGAY II,Bgy,False
061914009,POBLACION 2,Bgy,False
061914009,POBLACION II,Bgy,False
061914009,BARANGAY 2,Bgy,False
061914009,POBLACION II (BARANGAY II),Bgy,True
061914010,POBLACION III,Bgy,False
061914010,POBLACION 3,Bgy,False
061914010,BARANGAY 3,Bgy,False
061914010,BARANGAY III,Bgy,False
061914010,POBLACION III (BARANGAY III),Bgy,True
061914011,POBLACION 4,Bgy,False
061914011,BARANGAY IV,Bgy,False
061914011,POBLACION IV,Bgy,False
061914011,BARANGAY 4,Bgy,False
061914011,POBLACION IV (BARANGAY IV),Bgy,True
061914012,POBLACION V (BARANGAY V),Bgy,True
061914012,BARANGAY V,Bgy,False
061914012,POBLACION V,Bgy,False
061914012,POBLACION 5,Bgy,False
061914012,BARANGAY 5,Bgy,False
061914013,POBLACION VI,Bgy,False
061914013,POBLACION VI (BARANGAY VI),Bgy,True
061914013,BARANGAY VI,Bgy,False
061914013,BARANGAY 6,Bgy,False
061914013,POBLACION 6,Bgy,False
061914014,BARANGAY 7,Bgy,False
061914014,POBLACION 7,Bgy,False
061914014,POBLACION VII,Bgy,False
061914014,POBLACION VII (BARANGAY VII),Bgy,True
061914014,BARANGAY VII,Bgy,False
061914015,POBLACION VIII,Bgy,False
061914015,POBLACION 8,Bgy,False
061914015,BARANGAY VIII,Bgy,False
061914015,POBLACION VIII (BARANGAY VIII),Bgy,True
061914015,BARANGAY 8,Bgy,False
061914016,POBLACION IX (BARANGAY IX),Bgy,True
061914016,POBLACION IX,Bgy,False
061914016,BARANGAY IX,Bgy,False
061914016,POBLACION 9,Bgy,False
061914016,BARANGAY 9,Bgy,False
061914017,BARRA,Bgy,True
061914018,BATO,Bgy,True
061914019,BAYBAY,Bgy,True
061914020,BOLO,Bgy,True
061914021,CABUGAO,Bgy,True
061914022,CAGAY,Bgy,True
061914023,COGON,Bgy,True
061914024,CULAJAO,Bgy,True
061914025,CULASI,Bgy,True
061914026,DUMOLOG,Bgy,True
061914027,DAYAO,Bgy,True
061914028,DINGINAN,Bgy,True
061914029,GABU-AN,Bgy,True
061914030,INZO ARNALDO VILLAGE (CADIMAHAN),Bgy,True
061914030,CADIMAHAN,Bgy,False
061914030,INZO ARNALDO VILLAGE,Bgy,False
061914031,JUMAGUICJIC,Bgy,True
061914032,LANOT,Bgy,True
061914033,LAWA-AN,Bgy,True
061914034,LIONG,Bgy,True
061914035,LIBAS,Bgy,True
061914036,LOCTUGAN,Bgy,True
061914037,LONOY,Bgy,True
061914039,MILIBILI,Bgy,True
061914040,MONGPONG,Bgy,True
061914041,OLOTAYAN,Bgy,True
061914042,PUNTA COGON,Bgy,True
061914043,PUNTA TABUC,Bgy,True
061914044,SAN JOSE,Bgy,True
061914045,SIBAGUAN,Bgy,True
061914046,TALON,Bgy,True
061914047,TANQUE,Bgy,True
061914048,TANZA,Bgy,True
061914049,TIZA,Bgy,True
061915000,SAPI-AN,Mun,True
061915001,AGSILAB,Bgy,True
061915002,AGTATACAY NORTE,Bgy,True
061915003,AGTATACAY SUR,Bgy,True
061915004,BILAO,Bgy,True
061915005,DAMAYAN,Bgy,True
061915006,DAPDAPAN,Bgy,True
061915007,LONOY,Bgy,True
061915008,MAJANLUD,Bgy,True
061915009,MANINANG,Bgy,True
061915010,POBLACION,Bgy,True
061916000,SIGMA,Mun,True
061916001,ACBO,Bgy,True
061916002,AMAGA,Bgy,True
061916003,BALUCUAN,Bgy,True
061916004,BANGONBANGON,Bgy,True
061916005,CAPUYHAN,Bgy,True
061916006,COGON,Bgy,True
061916007,DAYHAGON,Bgy,True
061916008,GUINTAS,Bgy,True
061916009,MALAPAD COGON,Bgy,True
061916010,MANGOSO,Bgy,True
061916011,MANSACUL,Bgy,True
061916012,MATANGCONG,Bgy,True
061916013,MATINABUS,Bgy,True
061916014,MIANAY,Bgy,True
061916015,OYONG,Bgy,True
061916016,PAGBUNITAN,Bgy,True
061916017,PARIAN,Bgy,True
061916018,PINAMALATICAN,Bgy,True
061916019,POBLACION NORTE,Bgy,True
061916020,POBLACION SUR,Bgy,True
061916021,TAWOG,Bgy,True
061917000,TAPAZ,Mun,True
061917001,ABANGAY,Bgy,True
061917002,ACUNA,Bgy,False
061917002,ACUÑA,Bgy,True
061917003,AGCOCOC,Bgy,True
061917004,AGLINAB,Bgy,True
061917005,AGLUPACAN,Bgy,True
061917006,AGPALALI,Bgy,True
061917007,APERO,Bgy,True
061917008,ARTUZ,Bgy,True
061917009,BAG-ONG BARRIO,Bgy,True
061917010,BATO-BATO,Bgy,True
061917011,BURI,Bgy,True
061917012,CAMBURANAN,Bgy,True
