source_brgy,expected_brgy,source_municity,expected_municity,source_prov,expected_prov,expected_psgc,expected_match_type
,,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201000,Exact
Abilan,ABILAN,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201001,Exact
Agong-ong,AGONG-ONG,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201002,Exact
Alubijid,ALUBIJID,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201003,Exact
Guinabsan,GUINABSAN,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201004,Exact
Lower Olave,LOWER OLAVE,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201027,Exact
Macalang,MACALANG,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201007,Exact
Malapong,MALAPONG,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201008,Exact
Malpoc,MALPOC,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201009,Exact
Manapa,MANAPA,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201010,Exact
Matabao,MATABAO,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201011,Exact
Poblacion 1 (Buenavista),POBLACION 1,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201013,Ambiguous
Poblacion 10 (Buenavista),POBLACION 10,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201022,Ambiguous
Poblacion 2 (Buenavista),POBLACION 2,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201014,Ambiguous
Poblacion 3 (Buenavista),POBLACION 3,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201015,Ambiguous
Poblacion 4 (Buenavista),POBLACION 4,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201016,Ambiguous
Poblacion 5 (Buenavista),POBLACION 5,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201017,Ambiguous
Poblacion 6 (Buenavista),POBLACION 6,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201018,Ambiguous
Poblacion 7 (Buenavista),POBLACION 7,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201019,Ambiguous
Poblacion 8 (Buenavista),POBLACION 8,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201020,Ambiguous
Poblacion 9 (Buenavista),POBLACION 9,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201021,Ambiguous
Rizal,RIZAL,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201023,Exact
Sacol,SACOL,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201024,Exact
Sangay (Buenavista),SANGAY,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201025,Ambiguous
Simbalan,SIMBALAN,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201028,Exact
Talo-ao,TALO-AO,BUENAVISTA,BUENAVISTA,Agusan del Norte,AGUSAN DEL NORTE,160201026,Exact
,,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203000,Exact
Antonio Luna,ANTONIO LUNA,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203002,Exact
Bayabas,BAYABAS,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203006,Exact
Bay-ang,BAY-ANG,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203005,Exact
Caasinan,CAASINAN,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203007,Exact
Cabinet,CABINET,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203009,Exact
Calamba,CALAMBA,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203010,Exact
Calibunan,CALIBUNAN,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203011,Exact
Comagascas,COMAGASCAS,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203012,Exact
Concepcion,CONCEPCION,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203013,Exact
Del Pilar,DEL PILAR,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203014,Exact
Katugasan,KATUGASAN,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203016,Exact
Kauswagan,KAUSWAGAN,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203017,Exact
La Union,LA UNION,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203018,Exact
Mabini,MABINI,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203019,Exact
Mahaba,MAHABA,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203041,Exact
Poblacion 1 (Cabadbaran),POBLACION 1,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203021,Ambiguous
Poblacion 10 (Cabadbaran),POBLACION 10,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203022,Ambiguous
Poblacion 11,POBLACION 11,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203023,Exact
Poblacion 12,POBLACION 12,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203024,Exact
Poblacion 2 (Cabadbaran),POBLACION 2,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203025,Ambiguous
Poblacion 3 (Cabadbaran),POBLACION 3,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203026,Ambiguous
Poblacion 4 (Cabadbaran),POBLACION 4,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203027,Ambiguous
Poblacion 5 (Cabadbaran),POBLACION 5,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203028,Ambiguous
Poblacion 6 (Cabadbaran),POBLACION 6,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203029,Ambiguous
Poblacion 7 (Cabadbaran),POBLACION 7,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203030,Ambiguous
Poblacion 8 (Cabadbaran),POBLACION 8,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203031,Ambiguous
Poblacion 9 (Cabadbaran),POBLACION 9,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203032,Ambiguous
Puting Bato,PUTING BATO,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203033,Exact
Sanghan,SANGHAN,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203037,Exact
Soriano,SORIANO,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203038,Exact
Tolosa,TOLOSA,CABADBARAN,CABADBARAN,Agusan del Norte,AGUSAN DEL NORTE,160203040,Exact
,,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204000,Exact
Cahayagan,CAHAYAGAN,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204001,Exact
Gosoon,GOSOON,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204002,Exact
Manoligao,MANOLIGAO,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204004,Exact
Poblacion (Carmen),POBLACION,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204009,Ambiguous
Rojales,ROJALES,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204010,Exact
San Agustin,SAN AGUSTIN,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204011,Exact
Tagcatong,TAGCATONG,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204012,Exact
Vinapor,VINAPOR,CARMEN,CARMEN,Agusan del Norte,AGUSAN DEL NORTE,160204014,Exact
,,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205000,Exact
A. Beltran (Camalig),A. BELTRAN,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205003,Ambiguous
Baleguian,BALEGUIAN,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205001,Exact
Bangonay,BANGONAY,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205002,Exact
Bunga,BUNGA,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205004,Exact
Colorado,COLORADO,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205005,Exact
Cuyago,CUYAGO,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205006,Exact
Libas,LIBAS,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205007,Exact
Magdagooc,MAGDAGOOC,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205008,Exact
Magsaysay,MAGSAYSAY,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205009,Exact
Maraiging,MARAIGING,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205010,Exact
Poblacion (Jabonga),POBLACION,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205011,Ambiguous
San Jose,SAN JOSE,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205012,Exact
San Pablo,SAN PABLO,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205013,Exact
San Vicente,SAN VICENTE,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205014,Exact
Santo Nino (Jabonga),SANTO NINO,JABONGA,JABONGA,Agusan del Norte,AGUSAN DEL NORTE,160205015,Ambiguous
,,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206000,Exact
Bangayan,BANGAYAN,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206001,Exact
Canaway,CANAWAY,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206002,Exact
Hinimbangan,HINIMBANGAN,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206003,Exact
Jaliobong,JALIOBONG,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206004,Exact
Mahayahay,MAHAYAHAY,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206005,Exact
Poblacion (Kitcharao),POBLACION,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206006,Ambiguous
San Isidro (Kitcharao),SAN ISIDRO,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206007,Ambiguous
San Roque (Kitcharao),SAN ROQUE,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206008,Ambiguous
Sangay (Kitcharao),SANGAY,KITCHARAO,KITCHARAO,Agusan del Norte,AGUSAN DEL NORTE,160206009,Ambiguous
,,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207000,Exact
Ambacon,AMBACON,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207001,Exact
Balungagan,BALUNGAGAN,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207015,Exact
Bonifacio,BONIFACIO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207002,Exact
Camboayon,EDUARDO G. MONTILLA,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207016,Ambiguous
Consorcia,CONSORCIA,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207003,Exact
Durian,DURIAN,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207017,Exact
Ibuan,IBUAN,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207018,Exact
Katipunan,KATIPUNAN,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207004,Exact
Lingayao,LINGAYAO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207005,Exact
Malicato,MALICATO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207006,Exact
Maningalao,MANINGALAO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207007,Exact
Marcos Calo,MARCOS CALO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207008,Exact
Mat-i,MAT-I,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207009,Exact
Pinana-an,PINANA-AN,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207010,Exact
Poblacion (Las Nieves),POBLACION,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207011,Ambiguous
Rosario,ROSARIO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207019,Exact
San Isidro (Las Nieves),SAN ISIDRO,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207013,Ambiguous
San Roque (Las Nieves),SAN ROQUE,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207020,Ambiguous
Tinucoran,TINUCORAN,LAS NIEVES,LAS NIEVES,Agusan del Norte,AGUSAN DEL NORTE,160207014,Exact
,,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208000,Exact
Buhang,BUHANG,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208001,Exact
Caloc-an,CALOC-AN,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208002,Exact
Guiasan,GUIASAN,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208003,Exact
Marcos,MARCOS,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208009,Exact
Poblacion (Magallanes),POBLACION,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208005,Ambiguous
Santo Nino (Magallanes),SANTO NINO,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208010,Ambiguous
Santo Rosario,SANTO ROSARIO,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208011,Exact
Taod-oy,TAOD-OY,MAGALLANES,MAGALLANES,Agusan del Norte,AGUSAN DEL NORTE,160208008,Exact
,,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209000,Exact
Aclan,ACLAN,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209001,Exact
Amontay,AMONTAY,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209002,Exact
Ata-atahon,ATA-ATAHON,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209004,Exact
Barangay 1 (Pob.),BARANGAY 1,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209010,Ambiguous
Barangay 2 (Pob.),BARANGAY 2,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209011,Ambiguous
Barangay 3 (Pob.),BARANGAY 3,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209012,Ambiguous
Barangay 4 (Pob.),BARANGAY 4,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209013,Ambiguous
Barangay 5 (Pob.),BARANGAY 5,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209014,Ambiguous
Barangay 6 (Pob.),BARANGAY 6,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209015,Ambiguous
Barangay 7 (Pob.),BARANGAY 7,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209016,Ambiguous
Camagong,CAMAGONG,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209005,Exact
Cubi-cubi,CUBI-CUBI,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209006,Exact
Culit,CULIT,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209007,Exact
Jaguimitan,JAGUIMITAN,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209008,Exact
Kinabjangan,KINABJANGAN,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209009,Exact
Punta,PUNTA,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209017,Exact
Santa Ana (Nasipit),SANTA ANA,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209018,Ambiguous
Talisay,TALISAY,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209019,Exact
Triangulo,TRIANGULO,NASIPIT,NASIPIT,Agusan del Norte,AGUSAN DEL NORTE,160209020,Exact
,,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212000,Exact
Balangbalang,BALANGBALANG,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212002,Exact
Basilisa,BASILISA,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212003,Exact
Humilog,HUMILOG,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212004,Exact
Panaytayon,PANAYTAYON,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212005,Exact
Poblacion I (Agay),POBLACION I,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212001,Ambiguous
Poblacion II (Romualdez),POBLACION II,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212008,Ambiguous
San Antonio,SAN ANTONIO,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212006,Exact
Tagbongabong,TAGBONGABONG,REMEDIOS T. ROMUALDEZ,REMEDIOS T. ROMUALDEZ,Agusan del Norte,AGUSAN DEL NORTE,160212007,Exact
,,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210000,Exact
Curva,CURVA,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210002,Exact
Estanislao Morgado,ESTANISLAO MORGADO,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210010,Exact
Jagupit,JAGUPIT,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210003,Exact
La Paz,LA PAZ,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210005,Exact
Poblacion I,POBLACION I,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210007,Exact
Poblacion II (Santiago),POBLACION II,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210011,Ambiguous
San Isidro (Santiago),SAN ISIDRO,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210008,Ambiguous
Tagbuyacan,TAGBUYACAN,SANTIAGO,SANTIAGO,Agusan del Norte,AGUSAN DEL NORTE,160210009,Exact
,,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211000,Exact
Binuangan,BINUANGAN,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211001,Exact
Cabayawa,CABAYAWA,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211002,Exact
Dona Rosario,DONA ROSARIO,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211003,Exact
Dona Telesfora,DONA TELESFORA,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211013,Exact
La Fraternidad,LA FRATERNIDAD,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211004,Exact
Lawigan,LAWIGAN,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211005,Exact
Poblacion 1 (Tubay),POBLACION 1,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211006,Ambiguous
Poblacion 2 (Tubay),POBLACION 2,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211007,Ambiguous
Santa Ana (Tubay),SANTA ANA,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211008,Ambiguous
Tagmamarkay,TAGMAMARKAY,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211009,Exact
Tagpangahoy,TAGPANGAHOY,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211010,Exact
Tinigbasan,TINIGBASAN,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211011,Exact
Victory,VICTORY,TUBAY,TUBAY,Agusan del Norte,AGUSAN DEL NORTE,160211012,Exact
,,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301000,Exact
Berseba,BERSEBA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301028,Exact
Bucac,BUCAC,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301029,Exact
Cagbas,CAGBAS,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301030,Exact
Calaitan,CALAITAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301001,Exact
Canayugan,CANAYUGAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301031,Exact
Charito,CHARITO,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301002,Exact
Claro Cortez,CLARO CORTEZ,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301032,Exact
Fili,FILI,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301003,Exact
Gamao,GAMAO,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301033,Exact
Getsemane,GETSEMANE,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301034,Exact
Grace Estate,GRACE ESTATE,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301035,Exact
Hamogaway,HAMOGAWAY,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301004,Exact
Katipunan (Bayugan),KATIPUNAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301006,Ambiguous
Mabuhay (Bayugan),MABUHAY,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301007,Ambiguous
Magkiangkang,MAGKIANGKANG,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301036,Exact
Mahayag,MAHAYAG,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301037,Exact
Marcelina,MARCELINA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301009,Exact
Maygatasan,MAYGATASAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301010,Exact
Montivesta,MONTIVESTA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301038,Exact
Mt. Ararat,MT. ARARAT,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301039,Exact
Mt. Carmel,MT. CARMEL,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301040,Exact
Mt. Olive,MT. OLIVE,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301041,Exact
New Salem,NEW SALEM,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301042,Exact
Noli,NOLI,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301011,Exact
Osmena (Bayugan),OSMENA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301013,Ambiguous
Panaytay,PANAYTAY,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301014,Exact
Pinagalaan,PINAGALAAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301043,Exact
Poblacion (Bayugan),POBLACION,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301016,Ambiguous
Sagmone,SAGMONE,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301017,Exact
Saguma,SAGUMA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301018,Exact
Salvacion (Bayugan),SALVACION,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301019,Ambiguous
San Agustin (Bayugan,SAN AGUSTIN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301044,Ambiguous
San Isidro (Bayugan),SAN ISIDRO,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301020,Ambiguous
San Juan,SAN JUAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301045,Exact
Sta Irene (Bayugan),SANTA IRENE,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301023,Ambiguous
Santa Teresita,SANTA TERESITA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301046,Exact
Sto Nino (Bayugan),SANTO NINO,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301047,Ambiguous
Taglatawan,TAGLATAWAN,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301024,Exact
Taglibas,TAGLIBAS,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301048,Exact
Tagubay,TAGUBAY,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301049,Exact
Verdu,VERDU,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301025,Exact
Villa Undayon,VILLA UNDAYON,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301050,Exact
Wawa,WAWA,BAYUGAN,BAYUGAN,Agusan del Sur,AGUSAN DEL SUR,160301027,Exact
,,BUNAWAN,BUNAWAN,Agusan del Sur,AGUSAN DEL SUR,160302000,Exact
