code,location,interlevel,original
137400000,"METRO MANILA",Dist,False
137400000,"MANILA",Dist,False
137500000,"METRO MANILA",Dist,False
137500000,"MANILA",Dist,False
137600000,"METRO MANILA",Dist,False
137600000,"MANILA",Dist,False
